様式 1. (共通条件) 室仕様入力シート,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
?,?,②,②,③,④,⑤,⑥,⑥,⑥,⑥,⑦
,,,,,,,,,,,
階,室名,建物用途,室用途,室面積,階高,天井高,空調計算対象室,換気計算対象室,給湯計算対象室,照明計算対象室,備考
,,,,,,,,,,,
,,,,[㎡],[m],[m],,,,,
,,(選択),(選択),,,,(選択),(選択),(選択),(選択),
,,,,,,,,,,,
4F,客室6S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
4F,客室6S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
4F,客室7S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
4F,客室7S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
4F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
4F,客室8S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
4F,客室8S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
4F,PS,ホテル等,機械室,2.29372,2.95,2.4,,,,,
4F,客室9TW,ホテル等,客室,20.18796806,2.95,2.4,■,,■,■,
4F,客室9TW_UB,ホテル等,洗面室,3.7403275,2.95,2.4,,■,■,■,
4F,PS,ホテル等,機械室,2.2441965,2.95,2.4,,,,,
4F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
4F,客室10S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
4F,客室10S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
4F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
4F,客室11S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
4F,客室11S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
4F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
4F,客室12S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
4F,客室12S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
4F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
4F,客室13S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
4F,客室13S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
4F,EVホール,ホテル等,客室部ロビー,22.249084,2.95,2.4,■,,,■,
4F,DS,ホテル等,機械室,0.5213,2.95,2.4,,,,,
4F,廊下1,ホテル等,客室部廊下,30.840108,2.95,2.4,,,,■,
4F,A避難階段,ホテル等,客室部廊下,15.01344,2.95,2.4,,,,■,
4F,CH,ホテル等,機械室,2.03307,2.95,2.4,,,,,
4F,EPS,ホテル等,機械室,1.918384,2.95,2.4,,,,,
4F,非常用EV乗降ロビー,ホテル等,客室部ロビー,11.864788,2.95,2.4,,,,■,
4F,アラーム弁室,ホテル等,機械室,1.219842,2.95,2.4,,,,,
4F,PS,ホテル等,機械室,3.628248,2.95,2.4,,,,,
4F,廊下2,ホテル等,客室部廊下,31.090332,2.95,2.4,,,,■,
4F,リネン室,ホテル等,食品庫等,8.226114,2.95,2.4,,,,■,
5F,客室1S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室1S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,PS,ホテル等,機械室,2.846298,2.95,2.4,,,,,
5F,客室2S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室2S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,客室3S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室3S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,客室4S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室4S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,客室5S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室5S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,客室6S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室6S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,客室7S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室7S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
5F,客室8S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室8S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,PS,ホテル等,機械室,2.29372,2.95,2.4,,,,,
5F,客室9TW,ホテル等,客室,20.18796806,2.95,2.4,■,,■,■,
5F,客室9TW_UB,ホテル等,洗面室,3.7403275,2.95,2.4,,■,■,■,
5F,PS,ホテル等,機械室,2.2441965,2.95,2.4,,,,,
5F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
5F,客室10S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室10S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
5F,客室11S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室11S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
5F,客室12S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室12S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
5F,客室13S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
5F,客室13S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
5F,EVホール,ホテル等,客室部ロビー,22.249084,2.95,2.4,■,,,■,
5F,DS,ホテル等,機械室,0.5213,2.95,2.4,,,,,
5F,廊下1,ホテル等,客室部廊下,30.840108,2.95,2.4,,,,■,
5F,A避難階段,ホテル等,客室部廊下,15.01344,2.95,2.4,,,,■,
5F,CH,ホテル等,機械室,2.03307,2.95,2.4,,,,,
5F,EPS,ホテル等,機械室,1.918384,2.95,2.4,,,,,
5F,非常用EV乗降ロビー,ホテル等,客室部ロビー,11.864788,2.95,2.4,,,,■,
5F,アラーム弁室,ホテル等,機械室,1.219842,2.95,2.4,,,,,
5F,PS,ホテル等,機械室,3.628248,2.95,2.4,,,,,
5F,廊下2,ホテル等,客室部廊下,31.090332,2.95,2.4,,,,■,
5F,リネン室,ホテル等,食品庫等,8.226114,2.95,2.4,,,,■,
6F,客室1S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室1S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,PS,ホテル等,機械室,2.846298,2.95,2.4,,,,,
6F,客室2S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室2S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,客室3S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室3S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,客室4S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室4S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,客室5S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室5S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,客室6S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室6S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,客室7S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室7S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
6F,客室8S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室8S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,PS,ホテル等,機械室,2.29372,2.95,2.4,,,,,
6F,客室9TW,ホテル等,客室,20.18796806,2.95,2.4,■,,■,■,
6F,客室9TW_UB,ホテル等,洗面室,3.7403275,2.95,2.4,,■,■,■,
6F,PS,ホテル等,機械室,2.2441965,2.95,2.4,,,,,
6F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
6F,客室10S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室10S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
6F,客室11S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室11S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
6F,客室12S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室12S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,PS,ホテル等,機械室,1.68776088,2.95,2.4,,,,,
6F,客室13S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
6F,客室13S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
6F,EVホール,ホテル等,客室部ロビー,22.249084,2.95,2.4,■,,,■,
6F,DS,ホテル等,機械室,0.5213,2.95,2.4,,,,,
6F,廊下1,ホテル等,客室部廊下,30.840108,2.95,2.4,,,,■,
6F,A避難階段,ホテル等,客室部廊下,15.01344,2.95,2.4,,,,■,
6F,CH,ホテル等,機械室,2.03307,2.95,2.4,,,,,
6F,EPS,ホテル等,機械室,1.918384,2.95,2.4,,,,,
6F,非常用EV乗降ロビー,ホテル等,客室部ロビー,11.864788,2.95,2.4,,,,■,
6F,アラーム弁室,ホテル等,機械室,1.219842,2.95,2.4,,,,,
6F,PS,ホテル等,機械室,3.628248,2.95,2.4,,,,,
6F,廊下2,ホテル等,客室部廊下,31.090332,2.95,2.4,,,,■,
6F,リネン室,ホテル等,食品庫等,8.226114,2.95,2.4,,,,■,
7F,客室1S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
7F,客室1S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
7F,PS,ホテル等,機械室,2.846298,2.95,2.4,,,,,
7F,客室2S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
7F,客室2S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
7F,客室3S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
7F,客室3S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
7F,客室4S,ホテル等,客室,16.6690888,2.95,2.4,■,,■,■,
7F,客室4S_UB,ホテル等,洗面室,3.95291364,2.95,2.4,,■,■,■,
